PLT_PARAMETERID,PLT_INFOTYPE
TY_0002_00_792,3
TY_0002_00_794,3
TY_0002_00_795,3
TY_0002_00_797,3
TY_0002_00_798,3
TY_0002_00_800,3
TY_0002_00_801,3
STMP_0001_Lock_02,1
STMP_0001_PgnParmDiag_01,1
STMP_0002_FEF000_01,1
STMP_0002_000003_01,1
STMP_0002_09A7F0_01,1
STMP_0002_11FF55_01,1
STMP_0002_18D0F3_01,1
STMP_0002_D30000_01,1
STMP_0002_F00029_01,1
STMP_0002_F0233D_01,1
STMP_0002_FD0700_01,1
STMP_0002_FD3E00_01,1
STMP_0002_FD3E3D_01,1
STMP_0002_FE9600_01,1
STMP_0002_FEA34E_01,1
STMP_0002_FEEC00_01,1
STMP_0002_FEF600_01,1
STMP_0002_FEFF00_01,1
STMP_0002_FFC500_01,1
STMP_0002_08A7F0_01,1
STMP_0002_FDA200_01,1
STMP_0002_FEA24E_01,1
STMP_0002_FEB900_01,1
STMP_0002_FEBC00_01,1
STMP_0002_FEC117_01,1
STMP_0002_FEEB00_01,1
STMP_0002_FEF100_01,1
STMP_0002_01A2A7_01,1
STMP_0002_E00000_01,1
STMP_0002_FEB100_01,1
STMP_0002_FEF200_01,1
STMP_0002_FEF500_01,1
STMP_0003_0FEEF00_01,1
STMP_0003_0FEF200_01,1
STMP_0001_Ty860_01,1
TY_0001_05_1,7
TY_0002_05_2,7
TY_0001_10_4,2
TY_0002_06_863,1
TY_0002_06_864,1
TY_0002_06_865,1
TY_0002_06_866,1
TY_0002_06_867,1
TY_0002_06_868,1
TY_0002_06_869,1
TY_0002_06_870,7
TY_0002_06_872,7
TY_0002_06_875,7
TY_0002_10_17,1
TY_0002_10_18,1
TY_0004_10_2,1
TY_0004_10_3,1
TY_0004_10_5,1
TY_0002_00_878,1
TY_0002_00_879,1
TY_0002_00_881,1
TY_0002_00_882,1
TY_0002_00_883,1
TY_0002_00_890,1
TY_0002_00_891,1
TY_0002_00_892,1
TY_0002_00_893,1
TY_0002_00_894,1
TY_0002_00_895,1
TY_0002_00_896,1
TY_0002_00_897,1
TY_0002_00_898,1
TY_0002_10_26,1
TY_0002_00_899,1
TY_0002_00_900,1
STMP_0010_IP_03,1
STMP_0001_LockPos3_02,1
TY_0002_06_860,1
TY_0002_06_861,1
TY_0002_06_862,1
TY_0002_10_5,3
TY_0004_05_01,1
TY_0002_02_1,1
TY_0002_10_1,7
TY_0002_10_6,3
TY_0002_10_7,3
TY_0002_06_871,1
TY_0002_06_873,1
TY_0002_06_874,1
TY_0002_10_19,1
TY_0002_10_20,1
TY_0002_10_21,1
TY_0002_10_22,1
TY_0004_10_4,1
TY_0004_10_41,1
TY_0002_10_23,1
STMP_0010_IP_01,1
TY_0002_10_24,1
STMP_0001_Statistics_01,1
MsgTPL_zlbTest,1
TY_0002_10_45,1
TY_0002_10_46,1
TY_0002_10_47,1
TY_0002_10_48,1
TY_0002_10_49,1
TY_0002_10_50,1
TY_0002_10_51,1
TY_0002_10_52,1
TY_0001_10_39,7
TY_0002_00_905,3
TY_0002_00_906,3
TY_0002_10_401,1
STMP_0003_PGN_01,1
TY_0001_10_5,1
TY_0002_10_32,1
TY_0004_00_168,1
TY_0004_00_169,1
TY_0004_00_170,1
TY_0004_00_172,1
MsgTPL_LFL_TEST,1
TY_0002_10_36,1
TY_0002_10_38,1
TY_0002_10_39,1
TY_0002_10_42,7
TY_0002_10_415,1
TY_0002_00_907,3
TY_0002_00_908,3
TY_0002_00_909,3
TY_0002_00_910,7
TY_0002_10_403,7
TY_0002_10_404,1
TY_0002_10_416,1
TY_0002_10_53,3
TY_0002_10_405,7
TY_0002_10_417,1
TY_0002_10_406,1
TY_0002_10_407,1
TY_0002_10_408,2
TY_0001_10_20,7
TY_0002_10_410,3
TY_0002_10_411,3
TY_0002_10_412,3
TY_0002_10_413,3
TY_0002_10_414,7
TY_0002_10_418,1
TY_0002_10_419,1
STMP_0003_0FEF500_01,1
STMP_0003_0FEF600_01,1
STMP_0003_0FEF700_01,1
STMP_0002_F00100_01,1
STMP_0002_F0044E_01,1
STMP_0002_F00F00_01,1
STMP_0002_FCFD00_01,1
STMP_0002_FD403D_01,1
STMP_0002_FD7C55_01,1
STMP_0002_FD9200_01,1
STMP_0002_FDB800_01,1
STMP_0002_FFB200_01,1
STMP_0002_FEC000_01,1
STMP_0002_FEF53D_01,1
STMP_0002_FEEF4E_01,1
STMP_0002_FEF700_01,1
STMP_0002_FE8C00_01,1
STMP_0002_FE9A00_01,1
STMP_0002_FEA14E_01,1
STMP_0002_FEDA00_01,1
STMP_0002_FFF823_01,1
STMP_0002_FEE600_01,1
STMP_0002_FFFF00_01,1
STMP_0002_FEF117_01,1
STMP_0002_FDE400_01,1
STMP_0002_FDE500_01,1
STMP_0002_FE8700_01,1
STMP_0002_FE8B00_01,1
STMP_0002_FE563D_01,1
STMP_0002_FE4A03_01,1
TY_0002_00_858,7
STMP_0002_FEED00_01,1
STMP_0002_FFB000_01,1
STMP_0002_FFC89F_01,1
STMP_0002_FECA00_01,1
STMP_0002_FEE300_01,1
STMP_0002_FE5600_01,1
TY_0002_00_82,3
MsgTPL_NeutralRunNum,1
MsgTPL_IsSpeed,1
MsgTPL_iWork,3
MsgTPL_tWork,3
MsgTPL_iOilCons,3
MsgTPL_tOilCons,3
MsgTPL_iRunKmECM,3
MsgTPL_tRunKmECM,3
MsgTPL_iRunKmExact,3
MsgTPL_tRunKmExact,3
MsgTPL_iIdleWorkTime_PGN,3
MsgTPL_tIdleWorkTime_PGN,3
MsgTPL_iIdleWorkTime_UDS,3
MsgTPL_tIdleWorkTime_UDS,3
MsgTPL_AverageLoad,3
MsgTPL_CruiseKm,3
MsgTPL_iUreaConsumption,3
MsgTPL_tUreaConsumption,3
MsgTPL_FltNum,1
MsgTPL_FltAllNum,1
MsgTPL_RapidSpeedNum,1
MsgTPL_RapidSpeedKm,3
MsgTPL_AcceleratorNum,1
MsgTPL_NeutralRunWorkTime,3
MsgTPL_FatigueDrivingWorkTime,3
MsgTPL_FatigueDrivingNum,1
MsgTPL_State,1
STMP_0001_LockPos1_02,1
STMP_0001_UDSParmDiag_01,1
TY_0001_Raw2_ID,1
STMP_0003_024FF4A_01,1
Msg_Test,4
STMP_0001_LockPos2_02,1
TY_0001_00_10,7
STMP_0001_BaseStation_01,1
TY_0001_Raw2_Packet,1
TY_0001_Decode_ID,7
TY_0001_Decode_Packet,7
TY_0001_05_2,7
TY_0001_02_2,1
TY_0001_02_3,7
TY_0001_05_3,7
TY_0001_05_4,2
TY_0001_10_3,7
TY_0002_10_13,7
TY_0001_03_1,7
TY_0001_10_7,7
TY_0001_10_1,7
TY_0001_10_2,7
TY_0001_10_6,7
TY_0002_10_14,7
TY_0002_10_15,7
TY_0002_10_16,1
TY_0002_10_3,7
TY_0002_10_8,3
TY_0004_10_1,1
TY_0002_10_10,3
TY_0002_10_11,3
TY_0002_00_876,1
TY_0002_10_25,7
TY_0002_00_877,1
TY_0002_00_880,1
TY_0002_00_884,1
TY_0002_00_885,1
TY_0002_00_886,1
TY_0002_00_859,1
TY_0002_10_4,7
TY_0002_00_889,1
TY_0002_00_887,1
TY_0002_00_888,1
TY_0002_00_901,7
TY_0002_00_902,7
TY_0002_00_903,7
TY_0002_00_904,3
STMP_0010_IP_02,1
TY_0004_10_6,1
TY_0004_10_7,1
TY_0002_10_27,7
TY_0002_10_28,1
TY_0002_10_29,7
TY_0002_10_30,1
STMP_0001_Timinginfoset_01,1
STMP_0010_IP_04,1
MsgTPL_zlbTest2,1
TY_0002_10_31,1
TY_0004_00_171,1
STMP_0001_Bdriver_01,1
STMP_0001_CompatibleInfo_01,1
TY_0002_10_33,1
TY_0002_10_34,1
TY_0002_10_35,1
TY_0002_10_37,1
TY_0002_10_40,1
TY_0002_10_41,7
TY_0002_10_43,1
TY_0004_10_8,1
STMP_0010_IP_05,1
TY_0002_10_44,1
STMP_0010_MsgDiagnose_01,1
TY_0001_10_9,1
TY_0001_Raw_Packet,7
TY_0001_Raw_ID,7
TY_0001_20_7,2
TY_0001_20_3,7
TY_0001_20_5,7
TY_0001_20_8,7
TY_0001_20_12,7
TY_0001_20_13,7
TY_0002_20_1,2
TY_0002_20_6,7
TY_0002_20_7,3
TY_0002_20_8,3
TY_0002_20_9,3
TY_0002_20_10,3
TY_0002_20_11,3
TY_0002_20_12,3
TY_0002_20_13,1
TY_0002_20_80,3
TY_0002_20_81,3
TY_0002_20_82,3
TY_0002_20_98,3
TY_0002_20_99,3
TY_0002_20_100,3
TY_0002_20_101,3
TY_0002_20_102,3
TY_0002_20_103,3
TY_0002_20_104,3
TY_0002_20_105,3
TY_0002_20_106,3
TY_0002_20_107,3
TY_0002_20_108,2
TY_0002_20_109,3
TY_0002_20_144,1
TY_0002_20_145,1
STMP_0001_TimingUds_02,1
STMP_0001_Timing_02,1
TY_0001_10_8,7
TY_0002_00_913,3
TY_0002_00_914,3
TY_0002_00_915,3
TY_0002_00_916,3
TY_0002_00_917,3
TY_0002_20_3,1
TY_0001_20_1,1
TY_0001_20_2,7
TY_0002_20_4,3
TY_0002_20_14,1
TY_0002_20_15,3
TY_0002_20_16,3
TY_0002_20_17,2
TY_0002_20_18,1
TY_0002_20_19,1
TY_0002_20_20,1
TY_0002_20_21,1
TY_0002_20_22,1
TY_0002_20_23,1
TY_0002_20_24,1
TY_0002_20_25,1
TY_0002_20_26,1
TY_0002_20_27,1
TY_0002_20_28,1
TY_0002_20_29,1
TY_0002_20_30,1
TY_0002_20_31,1
TY_0002_20_32,1
TY_0002_20_33,1
TY_0002_20_34,1
TY_0002_20_35,1
TY_0002_20_36,1
TY_0002_20_37,1
TY_0002_20_38,1
TY_0002_10_420,1
TY_0002_10_421,7
TY_0002_10_422,1
TY_0002_10_423,1
TY_0002_10_424,1
TY_0002_10_425,1
TY_0002_10_426,1
TY_0002_10_427,1
TY_0002_10_428,1
TY_0002_10_429,1
TY_0002_10_430,1
TY_0002_10_431,1
TY_0002_10_432,1
TY_0002_10_433,1
TY_0002_10_434,1
TY_0002_10_435,1
TY_0002_10_436,1
TY_0002_10_438,1
TY_0002_10_439,1
TY_0002_10_54,7
TY_0002_00_911,7
TY_0002_00_912,1
TY_0002_10_55,7
TY_0002_10_56,7
TY_0002_10_57,7
TY_0002_10_58,7
STMP_0010__Statesetup_01,1
TY_0002_10_59,7
MsgTPL_LFL_TEST2,1
STMP_0010_TmnlParam_02,1
TY_0001_05_5,1
STMP_0001_TmnlParam_03,1
TY_0001_20_4,1
TY_0001_20_6,7
TY_0001_20_9,7
STMP_0010_TmnlParam_01,1
TY_0001_20_10,7
TY_0001_20_11,7
TY_0002_20_2,7
TY_0002_20_39,1
TY_0002_20_40,1
TY_0002_20_41,1
TY_0002_20_42,1
TY_0002_20_43,1
TY_0002_20_44,1
TY_0002_20_45,2
TY_0002_20_46,3
TY_0002_20_83,3
TY_0002_20_84,3
TY_0002_20_85,3
TY_0002_20_86,3
TY_0002_20_87,3
TY_0002_20_88,3
TY_0002_20_89,3
TY_0002_20_90,3
TY_0002_20_91,3
TY_0002_20_92,3
TY_0002_20_93,3
TY_0002_20_94,3
TY_0002_20_95,3
TY_0002_20_96,3
TY_0002_20_97,3
TY_0002_20_110,3
TY_0002_20_111,3
TY_0002_20_112,3
TY_0002_20_113,3
TY_0002_20_114,3
TY_0002_20_115,3
TY_0002_20_116,3
TY_0002_20_117,3
TY_0002_10_437,1
TY_0004_10_10,1
STMP_0001_Track_02,1
TY_0002_20_119,3
TY_0002_20_118,3
TY_0002_20_120,3
TY_0002_20_121,3
TY_0002_20_122,3
TY_0002_20_123,3
TY_0002_20_124,3
TY_0002_20_125,3
TY_0002_20_126,3
TY_0002_20_127,3
TY_0002_20_128,3
TY_0002_20_129,3
TY_0002_20_130,3
TY_0002_20_131,3
TY_0002_20_132,3
TY_0002_20_133,3
TY_0002_20_134,3
TY_0002_20_135,3
TY_0002_20_136,3
TY_0002_20_137,3
TY_0002_20_138,3
TY_0002_20_139,3
TY_0002_20_140,3
TY_0002_20_141,3
TY_0002_20_142,1
TY_0002_20_143,1
TY_0002_20_146,1
TY_0002_20_147,1
TY_0002_20_148,1
TY_0002_20_149,1
TY_0002_20_150,1
TY_0002_20_151,1
TY_0002_10_60,7
STMP_0010__Extendparam_01,1
TY_0002_10_61,7
STMP_0001_TmnlParam_04,1
TY_0002_20_152,1
TY_0002_20_153,1
TY_0002_20_154,1
TY_0002_20_155,1
TY_0002_20_156,1
TY_0002_20_157,1
TY_0002_20_158,1
TY_0002_20_159,1
TY_0002_20_160,1
TY_0002_20_161,1
TY_0002_20_162,1
TY_0002_20_163,1
TY_0002_20_164,1
TY_0002_20_165,1
TY_0002_20_166,1
TY_0002_20_167,1
TY_0002_20_168,1
TY_0002_20_169,3
TY_0002_20_170,3
TY_0002_20_171,2
TY_0002_20_172,3
TY_0002_20_173,3
TY_0002_20_174,3
TY_0002_20_176,3
TY_0002_20_177,2
TY_0002_20_178,3
TY_0002_20_179,3
TY_0002_20_180,3
TY_0002_20_182,7
TY_0002_20_183,7
TY_0002_20_184,7
TY_0002_20_185,1
TY_0002_20_186,7
TY_0002_20_48,1
TY_00021_10_45,7
TY_00021_10_46,7
TY_0002_20_5,7
TY_0002_20_47,3
TY_0002_20_49,1
TY_0002_20_50,1
TY_0002_20_51,1
TY_0002_20_52,1
TY_0002_20_53,1
TY_0002_20_54,1
TY_0002_20_55,1
TY_0002_20_56,1
TY_0002_20_57,1
TY_0002_20_58,7
TY_0002_20_59,7
TY_0002_20_60,1
TY_0002_20_61,1
TY_0002_20_62,1
TY_0002_20_63,1
TY_0002_20_64,3
TY_0002_20_65,3
TY_0002_20_66,3
TY_0002_20_67,3
TY_0002_20_68,3
TY_0002_20_69,3
TY_0002_20_70,3
TY_0002_20_71,3
TY_0002_20_72,1
TY_0002_20_73,1
TY_0002_20_74,1
TY_0002_20_75,3
TY_0002_20_76,3
TY_0002_20_77,3
TY_0002_20_78,3
TY_0002_20_79,3
TY_0002_20_203,1
TY_0002_20_204,1
TY_0002_20_205,1
TY_0002_20_206,7
TY_0002_20_207,7
TY_0002_20_208,7
TY_0002_20_209,7
TY_0002_20_210,1
TY_0002_20_211,1
TY_0002_20_212,7
TY_0002_20_213,7
TY_0004_20_01,7
TY_0002_06_876,1
TY_0002_05_287,1
TY_0002_05_315,7
TY_0002_05_316,7
TY_0002_05_317,7
TY_0002_05_318,7
TY_0002_05_320,7
TY_0002_05_321,7
TY_0002_05_322,1
TY_0002_05_323,1
TY_0002_05_353,7
TY_0002_05_355,7
TY_0002_05_357,7
TY_0002_05_359,7
TY_0002_05_362,7
TY_0002_05_363,7
TY_0002_05_360,7
TY_0002_05_19,3
TY_0002_20_197,3
TY_0002_05_201,7
TY_0002_05_202,1
TY_0002_05_203,1
TY_0002_05_204,1
TY_0002_05_205,7
TY_0002_05_206,7
TY_0002_05_207,7
TY_0002_05_208,7
TY_0002_05_212,7
TY_0002_05_361,7
TY_0002_05_29,3
TY_0002_05_31,3
TY_0002_05_32,3
TY_0002_05_33,3
TY_0002_05_34,3
TY_0002_05_38,3
TY_0002_05_39,3
TY_0002_05_41,3
TY_0002_05_43,3
TY_0002_05_51,3
TY_0002_05_52,3
TY_0002_00_919,3
TY_0002_00_918,3
STMP_0001_Speedrange_01,1
TY_0002_05_53,3
TY_0002_05_55,3
TY_0002_05_56,3
TY_0002_05_57,3
TY_0002_05_58,3
TY_0002_05_60,3
TY_0002_05_61,3
TY_0002_05_73,3
TY_0002_05_74,3
TY_0002_05_75,3
TY_0002_20_200,7
TY_0002_20_222,1
TY_0002_20_225,3
TY_0002_20_226,3
TY_0002_20_227,3
TY_0002_20_228,3
TY_0002_20_229,3
TY_0002_20_230,1
TY_0002_20_231,1
TY_0002_20_232,1
TY_0002_05_218,7
TY_0002_05_228,1
TY_0002_05_238,7
TY_0002_05_239,7
TY_0002_05_255,3
TY_0002_05_264,7
TY_0002_05_265,1
TY_0002_05_267,1
TY_0002_05_268,1
TY_0002_05_269,1
TY_0002_05_284,1
TY_0002_05_288,7
TY_0002_05_289,7
TY_0002_05_293,1
TY_0002_05_294,7
TY_0002_05_05,1
TY_0002_05_07,1
TY_0002_05_297,1
TY_0002_05_308,7
TY_0002_05_309,7
TY_0002_05_310,7
TY_0002_05_311,7
TY_0002_05_354,7
TY_0002_05_356,7
TY_0002_05_358,7
TY_0004_20_02,7
TY_0004_20_03,7
TY_0004_20_04,7
TY_0004_20_05,7
TY_0004_20_06,7
TY_0004_20_07,7
TY_0004_20_08,7
TY_0004_20_09,7
TY_0002_05_219,1
TY_0002_05_220,1
TY_0002_05_221,1
TY_0002_05_222,1
TY_0002_05_223,1
TY_0002_05_224,1
TY_0002_05_225,1
TY_0002_05_226,1
TY_0002_05_227,1
TY_0002_05_08,7
TY_0002_05_09,7
TY_0002_05_10,7
TY_0002_05_11,1
TY_0002_05_12,1
TY_0001_05_19,7
TY_0002_05_14,1
TY_0002_05_15,1
TY_0002_05_16,3
TY_0002_05_18,3
TY_0002_05_20,3
TY_0002_05_364,7
TY_0002_05_21,3
TY_0002_05_366,7
TY_0002_05_368,7
TY_0002_05_216,7
TY_0002_05_217,1
TY_0002_05_229,1
TY_0002_05_233,1
TY_0002_05_235,1
TY_0002_05_04,7
TY_0002_05_292,7
TY_0002_05_291,7
TY_0002_05_295,7
TY_0002_05_296,1
TY_0002_05_298,1
TY_0002_05_299,3
TY_0002_05_300,3
TY_0002_05_312,7
TY_0002_05_313,7
TY_0002_05_319,7
TY_0002_05_365,7
TY_0002_05_367,7
TY_0002_05_22,1
TY_0002_05_23,1
TY_0002_05_370,7
TY_0002_05_24,3
TY_0002_05_25,3
TY_0001_05_10,7
TY_0001_05_20,7
TY_0002_05_27,3
TY_0001_05_11,7
TY_0002_05_35,3
TY_0002_05_36,3
TY_0002_05_40,3
TY_0002_05_45,3
TY_0002_05_46,3
TY_0002_05_47,3
TY_0002_05_49,3
TY_0002_20_187,1
TY_0002_20_188,7
TY_0002_20_189,1
TY_0002_20_190,1
TY_0002_20_191,1
TY_0002_20_192,1
TY_0002_20_193,2
TY_0002_20_195,3
TY_0002_20_196,3
TY_0002_20_198,7
TY_0002_20_199,3
TY_0002_20_201,7
TY_0002_20_202,7
TY_0002_20_219,3
TY_0002_20_220,3
TY_0002_20_223,3
TY_0002_20_224,3
STMP_1006_EgnOn_01,1
TY_0002_05_213,7
TY_0002_05_214,7
TY_0002_05_215,7
STMP_1006_AwakenTime_01,1
TY_0002_05_252,1
TY_0002_05_254,1
TY_0002_05_270,1
TY_0002_05_271,1
TY_0002_05_272,1
TY_0002_05_273,1
TY_0002_05_274,1
TY_0002_05_275,1
TY_0002_05_276,1
TY_0002_05_277,1
TY_0002_05_209,7
TY_0002_05_210,1
TY_0002_05_211,1
TY_0002_20_216,3
TY_0002_20_217,3
TY_0002_20_218,3
TY_0002_05_253,1
STMP_1005_IP_06,1
TY_0001_05_16,7
STMP_1020_WorkTime_02,1
TY_0001_05_17,7
STMP_1005_TmnlParam2_01,1
STMP_1020_Watertemp_02,1
TY_0001_05_14,7
STMP_1020_Pumppressure_02,1
STMP_1005_FLockState_01,1
STMP_1020_Workarea_01,1
STMP_1020_SIM_01,1
STMP_1005_ALockState_01,1
STMP_1005_LockState_01,1
TY_0002_05_Fault,7
TY_0002_05_Location,7
STMP_1006_BaseStation_01,1
TY_0002_05_231,1
TY_0002_05_232,7
TY_0002_05_234,7
TY_0002_05_236,7
TY_0002_05_237,7
TY_0002_05_240,7
TY_0002_05_241,7
TY_0002_05_242,7
TY_0002_05_243,7
TY_0002_05_244,2
TY_0002_05_245,1
TY_0002_05_246,1
TY_0002_05_247,1
TY_0002_05_248,1
TY_0002_05_249,1
TY_0002_05_250,1
TY_0002_05_251,1
TY_0002_05_256,3
TY_0002_05_257,1
TY_0002_05_258,1
TY_0002_05_259,1
TY_0002_05_260,1
TY_0002_05_261,1
TY_0002_05_262,1
TY_0002_05_263,1
TY_0002_05_266,1
TY_0002_05_278,1
TY_0002_05_279,1
TY_0002_05_280,1
TY_0002_05_281,1
TY_0002_05_282,1
TY_0002_05_283,1
TY_0001_05_02,7
TY_0002_05_285,1
TY_0002_05_286,7
TY_0002_05_290,1
TY_0002_05_03,7
TY_0002_05_301,3
TY_0002_05_302,1
TY_0002_05_303,1
TY_0002_05_304,1
TY_0002_05_305,1
TY_0002_05_306,1
TY_0002_05_307,1
TY_0002_05_314,7
TY_0004_05_30,1
TY_0002_05_127,1
STMP_1005_SIMlock_01,1
TY_0002_05_117,3
TY_0002_05_122,1
STMP_1020_BaseStation_01,1
TY_0002_05_128,1
TY_0001_05_22,7
TY_0004_05_16,1
TY_0004_05_17,1
TY_0004_05_18,1
STMP_1005_BaseStation_01,1
STMP_1005_Height_01,1
TY_0001_05_13,7
STMP_1020_GPRSNum_01,1
STMP_1020_Message_01,1
STMP_1005_Oiltemper_02,1
TY_0004_05_33,7
STMP_1020_MonthInfomation_01,1
TY_0004_05_34,7
TY_0004_05_35,7
TY_0004_05_36,7
TY_0004_05_37,7
STMP_1020_Alarm_01,1
TY_0004_05_38,7
TY_0004_05_39,7
STMP_1020_UnAlarm_01,1
TY_0004_05_40,7
TY_0004_05_41,7
TY_0004_05_42,7
TY_0002_05_601,1
STMP_1005_timeOfEngineer_01,1
TY_0002_05_28,3
TY_0002_05_91,3
TY_0002_05_94,3
TY_0002_05_95,3
TY_0002_05_96,3
TY_0002_05_97,3
TY_0002_05_108,7
TY_0002_05_109,1
TY_0002_05_111,1
TY_0002_05_230,1
TY_0002_05_119,3
STMP_1005_GSMlock_01,1
STMP_1005_SIMlogo_01,1
STMP_1005_IP_01,1
TY_0002_05_123,1
TY_0002_05_131,3
TY_0002_05_134,3
TY_0002_05_135,3
STMP_1020_WorkTime_01,1
STMP_1020_Watertemp_01,1
STMP_1020_Pumppressure_01,1
STMP_1020_Fuelconsumption_01,1
STMP_1020_Actiontime_01,1
STMP_1005_GSMstat_01,1
STMP_1020_Pumpswork_01,1
STMP_1005_Passwordset_01,1
STMP_1005_maintain_01,1
STMP_1020_Pumpswork_02,1
TY_0004_05_43,7
TY_0004_05_44,7
STMP_1020_LockPos1_01,1
STMP_1020_LockPos2_01,1
TY_0002_05_30,3
TY_0002_05_50,3
TY_0002_05_166,3
TY_0002_05_167,3
TY_0002_05_168,3
TY_0002_05_169,3
TY_0002_05_170,3
TY_0002_05_171,3
TY_0002_05_172,3
TY_0002_05_173,3
TY_0002_05_174,3
TY_0002_05_175,3
TY_0002_05_176,3
TY_0002_05_177,3
TY_0002_05_178,3
TY_0002_05_179,3
TY_0002_05_180,3
TY_0002_05_181,3
TY_0002_05_182,3
TY_0002_05_183,3
TY_0002_05_184,3
TY_0002_05_185,3
TY_0002_05_186,3
TY_0002_05_187,3
TY_0002_05_188,3
STMP_1005_Load_01,1
STMP_1005_Load_02,1
STMP_1005_Log_02,1
STMP_1005_Log_01,1
STMP_1005_P1distr_01,1
STMP_1005_P2distr_01,1
STMP_1005_P1+P2distr_01,1
STMP_1005_Oildistr_01,1
STMP_1005_Engineerdistr_01,1
STMP_1005_Stressdistr_01,1
TY_0002_05_106,7
TY_0002_05_107,7
TY_0002_05_112,1
TY_0002_05_114,2
TY_0001_05_115,7
STMP_1020_LockState_01,1
STMP_1020_DailyInfomation_02,1
STMP_1005_IP_05,1
STMP_1005_Tmnldiag_01,1
TY_0001_05_15,7
STMP_1020_Fuelconsumption_02,1
STMP_1020_Actiontime_02,1
STMP_1020_Lock_01,1
TY_0001_10_409,7
TY_0002_05_602,2
TY_0002_05_189,7
STMP_1005_MsgTiming_02,1
STMP_1005_MsgTiming_01,1
STMP_1005_MsgReceiving_01,1
TY_0002_05_59,1
STMP_1005_WaterTemper_01,1
STMP_1005_WaterTemper_02,1
STMP_1005_TurningOffdistr_01,1
STMP_1005_distribution_01,1
TY_0001_05_24,1
TY_0002_05_62,7
STMP_1005_Fault_01,1
TY_0002_20_175,2
TY_0002_20_181,2
TY_0002_10_2,7
STMP_1010_GPSmsg_01,1
TY_0002_20_194,2
TY_0002_10_402,7
TY_0002_05_37,3
TY_0002_05_42,3
TY_0002_05_44,3
TY_0002_05_48,3
TY_0002_05_54,3
TY_0002_05_82,3
TY_0002_05_83,3
TY_0002_05_84,3
TY_0002_05_85,3
TY_0002_05_86,3
TY_0002_05_87,3
TY_0002_05_100,3
TY_0002_05_101,3
TY_0002_05_99,3
TY_0002_05_88,3
TY_0002_05_103,3
TY_0002_05_102,3
TY_0002_05_104,3
TY_0002_05_105,3
TY_0002_05_140,3
TY_0002_05_141,3
TY_0002_05_142,3
TY_0002_05_143,3
TY_0002_05_144,3
TY_0002_05_145,3
TY_0002_05_146,3
TY_0002_05_147,3
TY_0002_05_148,3
TY_0002_05_149,3
TY_0002_05_150,3
TY_0002_05_151,3
TY_0002_05_152,3
TY_0002_05_153,3
TY_0002_05_76,3
TY_0002_05_77,3
TY_0002_05_81,3
TY_0002_05_89,3
TY_0002_05_90,3
TY_0004_05_27,1
TY_0004_05_29,1
TY_0002_05_92,3
TY_0002_05_116,3
STMP_1005_GPSlock_01,1
TY_0002_05_118,3
TY_0002_05_120,3
STMP_1005_IP_03,1
STMP_1005_IP_04,1
TY_0002_05_124,1
TY_0002_05_125,1
TY_0002_05_126,1
TY_0002_05_130,3
TY_0002_05_132,3
TY_0002_05_133,3
TY_0004_05_19,1
TY_0002_05_154,3
TY_0002_05_155,3
TY_0002_05_156,3
TY_0002_05_157,3
TY_0002_05_158,3
TY_0002_05_159,3
TY_0002_05_160,3
TY_0002_05_161,3
TY_0002_05_162,3
TY_0002_05_163,3
TY_0002_05_164,3
TY_0002_05_165,3
TY_0002_05_78,3
TY_0002_05_79,3
TY_0002_05_80,3
TY_0004_05_25,1
TY_0004_05_26,1
TY_0004_05_28,1
TY_0004_05_31,1
TY_0002_05_93,3
TY_0002_05_98,1
TY_0002_05_110,1
TY_0002_05_121,3
TY_0004_05_32,1
STMP_1005_IP_02,1
TY_0002_05_137,3
STMP_1020_GPS_01,1
STMP_1020_GMS_01,1
STMP_1005_TmnlParam_01,1
TY_0002_05_136,3
TY_0002_05_138,3
TY_0002_05_139,1
TY_0004_05_2,1
TY_0004_05_3,1
TY_0004_05_4,1
TY_0004_05_5,1
TY_0004_05_6,1
TY_0004_05_7,1
TY_0004_05_8,1
TY_0004_05_9,1
TY_0004_05_10,1
TY_0004_05_11,1
TY_0004_05_12,1
TY_0004_05_13,1
TY_0004_05_14,1
TY_0004_05_15,1
TY_0002_05_194,3
STMP_1020_DailyInfomation_01,1
TY_0004_20_41,7
TY_0002_20_258,1
TY_0002_20_259,1
TY_0002_20_260,1
TY_0002_20_261,1
TY_0002_20_262,1
TY_0002_20_263,1
TY_0002_20_264,1
TY_0002_20_265,1
TY_0002_20_266,1
TY_0002_20_267,1
TY_0002_20_268,1
TY_0002_20_269,1
TY_0002_20_270,1
TY_0002_20_271,1
TY_0002_20_272,1
TY_0002_20_273,1
TY_0002_20_274,1
TY_0002_20_275,1
TY_0002_20_276,1
TY_0002_20_277,1
TY_0002_20_278,1
TY_0002_20_279,1
TY_0002_20_280,1
TY_0002_20_281,1
TY_0002_20_282,1
TY_0002_20_283,1
TY_0002_20_284,1
TY_0002_20_285,1
TY_0002_20_286,1
TY_0002_20_287,1
TY_0002_20_288,1
TY_0002_20_289,1
TY_0002_20_337,3
TY_0002_20_338,3
TY_0002_20_339,3
TY_0002_20_340,3
TY_0002_20_341,3
TY_0002_20_342,3
TY_0002_20_343,3
TY_0002_20_344,3
TY_0002_20_351,3
TY_0002_20_352,3
TY_0002_05_415,3
TY_0002_20_354,3
TY_0002_20_353,3
TY_0002_05_416,3
